data_point,region,age_group,count_zab,count_hosp,count_severe,count_death
2022.11_19-12-2022.X,Костромская область,18-59,223,34,4,2
2022.11_19-12-2022.X,Костромская область,60+,260,95,12,8
2022.11_19-12-2022.X,Краснодарский край,18+,1823,413,64,32
2022.11_19-12-2022.X,Краснодарский край,18-59,919,145,18,7
2022.11_19-12-2022.X,Краснодарский край,60+,904,268,46,25
2022.11_19-12-2022.X,Красноярский край,18+,2825,851,115,62
2022.11_19-12-2022.X,Красноярский край,18-59,1458,277,32,11
2022.11_19-12-2022.X,Красноярский край,60+,1367,574,83,51
2022.11_19-12-2022.X,Курганская область,18+,1282,143,17,16
2022.11_19-12-2022.X,Курганская область,18-59,686,32,3,1
2022.11_19-12-2022.X,Курганская область,60+,596,111,14,15
2022.11_19-12-2022.X,Курская область,18+,1003,237,56,21
2022.11_19-12-2022.X,Курская область,18-59,500,87,19,6
2022.11_19-12-2022.X,Курская область,60+,503,150,37,15
2022.11_19-12-2022.X,Ленинградская область,18+,1874,183,27,24
2022.11_19-12-2022.X,Ленинградская область,18-59,984,41,5,4
2022.11_19-12-2022.X,Ленинградская область,60+,890,142,22,20
2022.11_19-12-2022.X,Липецкая область,18+,885,137,23,9
2022.11_19-12-2022.X,Липецкая область,18-59,403,38,2,1
2022.11_19-12-2022.X,Липецкая область,60+,482,99,21,8
2022.11_19-12-2022.X,Магаданская область,18+,311,21,4,1
2022.11_19-12-2022.X,Магаданская область,18-59,187,6,1,0
2022.11_19-12-2022.X,Магаданская область,60+,124,15,3,1
2022.11_19-12-2022.X,Московская область,18+,5155,814,90,68
2022.11_19-12-2022.X,Московская область,18-59,2993,241,19,10
2022.11_19-12-2022.X,Московская область,60+,2162,573,71,58
2022.11_19-12-2022.X,Мурманская область,18+,939,142,17,5
2022.11_19-12-2022.X,Мурманская область,18-59,575,53,3,0
2022.11_19-12-2022.X,Мурманская область,60+,364,89,14,5
2022.11_19-12-2022.X,Ненецкий автономный округ,18+,44,0,0,0
2022.11_19-12-2022.X,Ненецкий автономный округ,18-59,32,0,0,0
2022.11_19-12-2022.X,Ненецкий автономный округ,60+,12,0,0,0
2022.11_19-12-2022.X,Нижегородская область,18+,3611,740,58,44
2022.11_19-12-2022.X,Нижегородская область,18-59,1652,173,8,7
2022.11_19-12-2022.X,Нижегородская область,60+,1959,567,50,37
2022.11_19-12-2022.X,Новгородская область,18+,400,73,10,4
2022.11_19-12-2022.X,Новгородская область,18-59,213,21,0,0
2022.11_19-12-2022.X,Новгородская область,60+,187,52,10,4
2022.11_19-12-2022.X,Новосибирская область,18+,2552,504,62,33
2022.11_19-12-2022.X,Новосибирская область,18-59,1467,154,14,5
2022.11_19-12-2022.X,Новосибирская область,60+,1085,350,48,28
2022.11_19-12-2022.X,Омская область,18+,995,375,61,42
2022.11_19-12-2022.X,Омская область,18-59,495,127,8,7
2022.11_19-12-2022.X,Омская область,60+,500,248,53,35
2022.11_19-12-2022.X,Оренбургская область,18+,662,102,8,9
2022.11_19-12-2022.X,Оренбургская область,18-59,369,34,1,3
2022.11_19-12-2022.X,Оренбургская область,60+,293,68,7,6
2022.11_19-12-2022.X,Орловская область,18+,739,209,40,28
2022.11_19-12-2022.X,Орловская область,18-59,334,57,5,4
2022.11_19-12-2022.X,Орловская область,60+,405,152,35,24
2022.11_19-12-2022.X,Пензенская область,18+,3116,502,68,32
2022.11_19-12-2022.X,Пензенская область,18-59,1518,119,16,8
2022.11_19-12-2022.X,Пензенская область,60+,1598,383,52,24
2022.11_19-12-2022.X,Пермский край,18+,4453,701,64,41
2022.11_19-12-2022.X,Пермский край,18-59,2285,202,11,9
2022.11_19-12-2022.X,Пермский край,60+,2168,499,53,32
2022.11_19-12-2022.X,Приморский край,18+,1119,288,30,14
2022.11_19-12-2022.X,Приморский край,18-59,668,108,6,2
2022.11_19-12-2022.X,Приморский край,60+,451,180,24,12
2022.11_19-12-2022.X,Псковская область,18+,359,116,12,7
2022.11_19-12-2022.X,Псковская область,18-59,140,30,1,0
2022.11_19-12-2022.X,Псковская область,60+,219,86,11,7
2022.11_19-12-2022.X,РФ,18+,162288,26143,4455,2333
2022.11_19-12-2022.X,РФ,18-59,88329,7935,934,374
2022.11_19-12-2022.X,РФ,60+,73959,18208,3521,1959
2022.11_19-12-2022.X,Республика Адыгея,18+,230,47,6,4
2022.11_19-12-2022.X,Республика Адыгея,18-59,122,20,1,0
2022.11_19-12-2022.X,Республика Адыгея,60+,108,27,5,4
2022.11_19-12-2022.X,Республика Алтай,18+,115,21,1,1
2022.11_19-12-2022.X,Республика Алтай,18-59,73,6,1,1
2022.11_19-12-2022.X,Республика Алтай,60+,42,15,0,0
2022.11_19-12-2022.X,Республика Башкортостан,18+,4186,803,133,57
2022.11_19-12-2022.X,Республика Башкортостан,18-59,2437,308,43,11
2022.11_19-12-2022.X,Республика Башкортостан,60+,1749,495,90,46
2022.11_19-12-2022.X,Республика Бурятия,18+,808,131,15,3
2022.11_19-12-2022.X,Республика Бурятия,18-59,448,39,3,0
2022.11_19-12-2022.X,Республика Бурятия,60+,360,92,12,3
2022.11_19-12-2022.X,Республика Дагестан,18+,135,30,5,0
2022.11_19-12-2022.X,Республика Дагестан,18-59,86,20,0,0
2022.11_19-12-2022.X,Республика Дагестан,60+,49,10,5,0
2022.11_19-12-2022.X,Республика Ингушетия,18+,32,2,0,0
2022.11_19-12-2022.X,Республика Ингушетия,18-59,24,2,0,0
2022.11_19-12-2022.X,Республика Ингушетия,60+,8,0,0,0
2022.11_19-12-2022.X,Республика Калмыкия,18+,299,13,1,0
2022.11_19-12-2022.X,Республика Калмыкия,18-59,235,8,1,0
2022.11_19-12-2022.X,Республика Калмыкия,60+,64,5,0,0
2022.11_19-12-2022.X,Республика Карелия,18+,1181,230,6,22
2022.11_19-12-2022.X,Республика Карелия,18-59,604,57,0,1
2022.11_19-12-2022.X,Республика Карелия,60+,577,173,6,21
2022.11_19-12-2022.X,Республика Коми,18+,2010,398,25,15
2022.11_19-12-2022.X,Республика Коми,18-59,1178,129,5,3
2022.11_19-12-2022.X,Республика Коми,60+,832,269,20,12
2022.11_19-12-2022.X,Республика Крым,18+,672,198,22,4
2022.11_19-12-2022.X,Республика Крым,18-59,324,58,6,2
2022.11_19-12-2022.X,Республика Крым,60+,348,140,16,2
2022.11_19-12-2022.X,Республика Марий Эл,18+,1695,115,2,0
2022.11_19-12-2022.X,Республика Марий Эл,18-59,1058,23,0,0
2022.11_19-12-2022.X,Республика Марий Эл,60+,637,92,2,0
2022.11_19-12-2022.X,Республика Мордовия,18+,433,93,17,7
2022.11_19-12-2022.X,Республика Мордовия,18-59,212,25,5,0
2022.11_19-12-2022.X,Республика Мордовия,60+,221,68,12,7
2022.11_19-12-2022.X,Республика Саха (Якутия),18+,1536,240,29,9
2022.11_19-12-2022.X,Республика Саха (Якутия),18-59,1031,103,9,3
2022.11_19-12-2022.X,Республика Саха (Якутия),60+,505,137,20,6
2022.11_19-12-2022.X,Республика Северная Осетия - Алания,18+,158,28,1,0
2022.11_19-12-2022.X,Республика Северная Осетия - Алания,18-59,91,20,0,0
2022.11_19-12-2022.X,Республика Северная Осетия - Алания,60+,67,8,1,0
2022.11_19-12-2022.X,Республика Татарстан,18+,2663,757,67,26
2022.11_19-12-2022.X,Республика Татарстан,18-59,1447,238,13,3
2022.11_19-12-2022.X,Республика Татарстан,60+,1216,519,54,23
2022.11_19-12-2022.X,Республика Тыва,18+,34,6,0,1
2022.11_19-12-2022.X,Республика Тыва,18-59,24,2,0,0
2022.11_19-12-2022.X,Республика Тыва,60+,10,4,0,1
2022.11_19-12-2022.X,Республика Хакасия,18+,490,103,20,5
2022.11_19-12-2022.X,Республика Хакасия,18-59,263,40,7,2
2022.11_19-12-2022.X,Республика Хакасия,60+,227,63,13,3
2022.11_19-12-2022.X,Ростовская область,18+,1051,300,50,19
2022.11_19-12-2022.X,Ростовская область,18-59,503,118,10,3
2022.11_19-12-2022.X,Ростовская область,60+,548,182,40,16
2022.11_19-12-2022.X,Рязанская область,18+,845,71,21,14
2022.11_19-12-2022.X,Рязанская область,18-59,421,10,1,1
2022.11_19-12-2022.X,Рязанская область,60+,424,61,20,13
2022.11_19-12-2022.X,Самарская область,18+,5587,696,100,70
2022.11_19-12-2022.X,Самарская область,18-59,2978,168,21,10
2022.11_19-12-2022.X,Самарская область,60+,2609,528,79,60
2022.11_19-12-2022.X,Саратовская область,18+,2523,467,69,27
2022.11_19-12-2022.X,Саратовская область,18-59,1343,152,17,8
2022.11_19-12-2022.X,Саратовская область,60+,1180,315,52,19
2022.11_19-12-2022.X,Сахалинская область,18+,455,121,4,0
2022.11_19-12-2022.X,Сахалинская область,18-59,216,38,1,0
2022.11_19-12-2022.X,Сахалинская область,60+,239,83,3,0
2022.11_19-12-2022.X,Свердловская область,18+,9770,1539,130,146
2022.11_19-12-2022.X,Свердловская область,18-59,5106,464,28,27
2022.11_19-12-2022.X,Свердловская область,60+,4664,1075,102,119
2022.11_19-12-2022.X,Смоленская область,18+,422,138,15,6
2022.11_19-12-2022.X,Смоленская область,18-59,187,34,3,0
2022.11_19-12-2022.X,Смоленская область,60+,235,104,12,6
2022.11_19-12-2022.X,Ставропольский край,18+,1319,367,17,11
2022.11_19-12-2022.X,Ставропольский край,18-59,675,132,4,2
2022.11_19-12-2022.X,Ставропольский край,60+,644,235,13,9
2022.11_19-12-2022.X,Тамбовская область,18+,497,107,4,10
2022.11_19-12-2022.X,Тамбовская область,18-59,245,32,1,0
2022.11_19-12-2022.X,Тамбовская область,60+,252,75,3,10
2022.11_19-12-2022.X,Тверская область,18+,960,123,13,12
2022.11_19-12-2022.X,Тверская область,18-59,481,31,0,1
2022.11_19-12-2022.X,Тверская область,60+,479,92,13,11
2022.11_19-12-2022.X,Томская область,18+,1593,335,45,25
2022.11_19-12-2022.X,Томская область,18-59,946,85,10,5
2022.11_19-12-2022.X,Томская область,60+,647,250,35,20
2022.11_19-12-2022.X,Тульская область,18+,1051,91,32,21
2022.11_19-12-2022.X,Тульская область,18-59,572,19,5,3
2022.11_19-12-2022.X,Тульская область,60+,479,72,27,18
2022.11_19-12-2022.X,Тюменская область,18+,4046,261,34,18
2022.11_19-12-2022.X,Тюменская область,18-59,2274,84,9,2
2022.11_19-12-2022.X,Тюменская область,60+,1772,177,25,16
2022.11_19-12-2022.X,Удмуртская Республика,18+,4030,309,39,10
2022.11_19-12-2022.X,Удмуртская Республика,18-59,2335,94,11,2
2022.11_19-12-2022.X,Удмуртская Республика,60+,1695,215,28,8
2022.11_19-12-2022.X,Ульяновская область,18+,692,156,13,10
2022.11_19-12-2022.X,Ульяновская область,18-59,341,51,3,3
2022.11_19-12-2022.X,Ульяновская область,60+,351,105,10,7
2022.11_19-12-2022.X,Хабаровский край,18+,1250,243,26,21
2022.11_19-12-2022.X,Хабаровский край,18-59,714,74,5,2
2022.11_19-12-2022.X,Хабаровский край,60+,536,169,21,19
2022.11_19-12-2022.X,Ханты-Мансийский автономный округ - Югра,18+,2131,210,17,5
2022.11_19-12-2022.X,Ханты-Мансийский автономный округ - Югра,18-59,1433,81,5,1
2022.11_19-12-2022.X,Ханты-Мансийский автономный округ - Югра,60+,698,129,12,4
2022.11_19-12-2022.X,Челябинская область,18+,3400,600,45,46
2022.11_19-12-2022.X,Челябинская область,18-59,1838,158,14,9
2022.11_19-12-2022.X,Челябинская область,60+,1562,442,31,37
2022.11_19-12-2022.X,Чеченская Республика,18+,111,30,0,0
2022.11_19-12-2022.X,Чеченская Республика,18-59,83,18,0,0
2022.11_19-12-2022.X,Чеченская Республика,60+,28,12,0,0
2022.11_19-12-2022.X,Чувашская Республика,18+,1872,168,21,9
2022.11_19-12-2022.X,Чувашская Республика,18-59,1107,82,8,5
2022.11_19-12-2022.X,Чувашская Республика,60+,765,86,13,4
